,date,ShannonEntropy,HHI,Gini,Nakamoto
0,2022-09-16,329517.4832510251,0.05794743907387664,0.17528992621138317,169386.0
1,2022-09-17,329375.0971789045,0.06059859875366,0.1697909673741902,170821.0
2,2022-09-18,326863.4993124474,0.06488481126767424,0.16830140847697583,171514.0
3,2022-09-19,328233.90973437304,0.0644401541831169,0.16600124726916698,172252.0
4,2022-09-20,332265.2097640447,0.059885850935124246,0.16555658224621217,172637.0
5,2022-09-21,333302.0900570972,0.05767342057072854,0.16675412873596707,172444.0
6,2022-09-22,335781.3415432055,0.0553386124650782,0.16406656970783629,173337.0
7,2022-09-23,335926.5625869582,0.05560861540030377,0.1650657510934055,173447.0
8,2022-09-24,337009.93768452236,0.05609222120458088,0.16418035710546253,174298.0
9,2022-09-25,336089.9870709986,0.058706333482764946,0.16285072521202926,174813.0
10,2022-09-26,333276.11113541806,0.06290599839953233,0.16402544922898565,174693.0
11,2022-09-27,333010.52412247594,0.06365486000708448,0.16523983063810754,174852.0
12,2022-09-28,336501.24603025283,0.060225910633824695,0.16276549584958522,175732.0
13,2022-09-29,338712.6575652969,0.05707833923051843,0.16333433302749567,175696.0
14,2022-09-30,340360.6264865267,0.054966990084571635,0.16313459956165244,176019.0
15,2022-10-01,339470.3853400981,0.05514518294630459,0.1691288210275843,174954.0
16,2022-10-02,341338.9967517762,0.05509368795419147,0.16301333084811032,176506.0
17,2022-10-03,339672.8056625743,0.05756336508748004,0.16523768948910966,176049.0
18,2022-10-04,337019.4088510187,0.0615192731753197,0.16717164382306882,175792.0
19,2022-10-05,335272.84816390247,0.06365434934544548,0.16725103353378157,175985.0
20,2022-10-06,338241.86238071934,0.061122878683822775,0.1640861233392492,176844.0
21,2022-10-07,339942.88776165975,0.057879612007015385,0.168013000897703,176077.0
22,2022-10-08,342652.7853930373,0.0552353568793043,0.16326028244187119,177384.0
23,2022-10-09,343420.303267528,0.05433480945865825,0.16158564101328632,177844.0
24,2022-10-10,343468.7929495338,0.0547898811567617,0.16194868927812744,177920.0
25,2022-10-11,342478.65572991787,0.056733246775298785,0.16230442632581177,177917.0
26,2022-10-12,340800.61451416585,0.05977223064824346,0.16228300589249467,178119.0
27,2022-10-13,338196.5854868569,0.06323120883470859,0.1637893980547147,178018.0
28,2022-10-14,340109.6020696195,0.061665656903172994,0.16219696723008403,178601.0
29,2022-10-15,343028.9228287395,0.05774588020005902,0.1618566770981411,178714.0
30,2022-10-16,344408.2864145483,0.05543907432095955,0.16186477545432698,178803.0
31,2022-10-17,344763.4680068486,0.05443044073287927,0.16426458580278003,178357.0
32,2022-10-18,345237.7856469411,0.0543902973971174,0.1631401746975305,178798.0
33,2022-10-19,344954.0832118538,0.055955752689841,0.16590097909581392,178668.0
34,2022-10-20,344670.60314229137,0.058431667576480766,0.16379375532930718,179634.0
35,2022-10-21,341530.30310453876,0.0629203655331636,0.16294490114613214,180127.0
36,2022-10-22,341971.43531858653,0.06285736926575895,0.162648243548289,180510.0
37,2022-10-23,345355.2954482148,0.058832141703008344,0.16269334258274215,180636.0
38,2022-10-24,344690.3365568773,0.056700197099573135,0.17071323939148253,178768.0
39,2022-10-25,346592.76595551096,0.054743407530515466,0.16910950650765555,179423.0
40,2022-10-26,349470.4915452947,0.05397965642786802,0.1634781158496339,181177.0
41,2022-10-27,349772.5475196458,0.05500301465075599,0.163511544784271,181581.0
42,2022-10-28,348652.55858581356,0.05750199651366571,0.16577358250729946,181634.0
43,2022-10-29,346525.74459388654,0.06144350109154885,0.16569814771818514,182040.0
44,2022-10-30,347021.9467232644,0.06227372980247303,0.1629930522556564,183252.0
45,2022-10-31,350341.3565495468,0.05916682680386861,0.16313652486345198,183579.0
46,2022-11-01,350360.47515887604,0.056662347363294355,0.16977371515609052,182371.0
47,2022-11-02,354407.41286216705,0.054053053159322934,0.16362872299864417,184084.0
48,2022-11-03,355289.9398312538,0.05342845692950109,0.16331355808590997,184452.0
49,2022-11-04,355264.7160879337,0.05417365835827705,0.1634131971629733,184772.0
50,2022-11-05,354269.52650592104,0.056222881696682894,0.1635693351159615,184927.0
51,2022-11-06,352713.9290583317,0.059630862550824705,0.16169751892739748,185579.0
52,2022-11-07,350859.83245843544,0.06198892048790841,0.16205641842299578,185646.0
53,2022-11-08,353027.3076553187,0.05981720602838159,0.16195795803411395,185834.0
54,2022-11-09,354828.96389381954,0.05660561288765487,0.16485979532514827,185395.0
55,2022-11-10,357932.96720891097,0.05388759255853458,0.1625003192981178,186307.0
56,2022-11-11,358548.3076045805,0.05317198897550421,0.16325948810512436,186360.0
57,2022-11-12,359194.63288565364,0.05347429566623409,0.16285397547314484,186986.0
58,2022-11-13,358770.6701245639,0.05515274574079821,0.16230615356501943,187343.0
59,2022-11-14,356787.6451743708,0.0583213151326759,0.16521177597405878,187138.0
60,2022-11-15,354153.9998655734,0.0619239711033468,0.16611467399037938,187267.0
